sep=;
Input;Time (ms);Desired Location;Desired OS;Desired dedication;Desired ECU;Desired period;Desired RAM;Desired storage;Desired usage;Desired ssd;Result Location;Result OS;Result Dedication;Result Purchase;Result Instance;Result EBS;Total Cost;Cost Month;Cost Hour;ECU;Cores;RAM;SSD;Storage;EBS Storage;Signed Usage;Period;
Config 416.fmc; 621;Dedicated;Suse;VA;1;588;673;23.0;13.0;1;VA;Suse;Dedicated;OnDemand;C3_2xlarge;StdEBS;1745.0;1745626.0;0.562;28.0;8.0;15.0;1.0;588.0;428.0;673.0;1.0;
Config 417.fmc; 621;Dedicated;WindowsBased;SIN;20;8208;673;63.0;152.0;0;Invalid;
Config 418.fmc; 1956;Public;WindowsBased;AsiaOceania;29;213;551;13.0;3.0;0;SIN;Windows;Public;OneYearMedium;C3_xlarge;StdEBS;4890.0;143982.0;0.242;14.0;4.0;7.5;1.0;213.0;133.0;551.0;29.0;
Config 419.fmc; 1746;Public;WindowsBased;AsiaOceania;29;213;176;59.0;23.0;0;Tokyo;Windows;Public;OneYearMedium;CC2_8xlarge;null;12547.0;262944.0;1.494;88.0;32.0;60.5;0.0;3360.0;0.0;176.0;29.0;
Config 42.fmc; 522;Public;LinuxBased;SIN;28;1401;713;79.0;160.0;1;SIN;Linux;Public;OneYearHeavy;R3_8xlarge;StdEBS;29834.0;621520.0;0.768;104.0;32.0;244.0;1.0;1401.0;761.0;730.0;28.0;
Config 420.fmc; 522;Public;Windows;SouthAmerica;12;5388;176;88.0;93.0;0;Invalid;
Config 421.fmc; 459;Public;Windows;JP;21;949;54;9.0;9.0;0;Tokyo;Windows;Public;OnDemand;M2_2xlarge;StdEBS;965.0;45990.0;0.705;13.0;4.0;34.2;0.0;949.0;99.0;54.0;21.0;
Config 422.fmc; 454;Public;Windows;JP;21;949;54;19.0;34.0;1;Tokyo;Windows;Public;OnDemand;I2_2xlarge;null;2524.0;120204.0;2.226;27.0;8.0;61.0;1.0;1600.0;0.0;54.0;21.0;
Config 423.fmc; 511;Dedicated;RedHat;AsiaOceania;41;3094;419;90.0;57.0;1;SIN;RedHat;Dedicated;ThreeYearsMedium;I2_8xlarge;null;96565.0;1713710.0;2.09;104.0;32.0;244.0;1.0;6400.0;0.0;419.0;41.0;
Config 424.fmc; 913;Dedicated;RedHat;AsiaOceania;41;73;419;13.0;8.0;1;SIN;RedHat;Dedicated;ThreeYearsMedium;M3_xlarge;null;39221.0;922638.0;0.202;13.0;4.0;15.0;1.0;80.0;0.0;419.0;41.0;
Config 425.fmc; 459;Dedicated;RedHat;SIN;2;698;297;43.0;11.0;1;SIN;RedHat;Dedicated;OnDemand;C3_4xlarge;StdEBS;2017.0;1008558.0;1.294;55.0;16.0;30.0;1.0;698.0;378.0;297.0;2.0;
Config 426.fmc; 459;Dedicated;RedHat;SIN;2;8741;297;84.0;165.0;0;Invalid;
Config 427.fmc; 721;Public;WindowsSQLWeb;CA;2;826;421;6.0;6.0;0;CA;WindowsSQLWeb;Public;OnDemand;M3_large;StdEBS;464.0;232341.0;0.401;6.5;2.0;7.5;1.0;826.0;794.0;421.0;2.0;
Config 428.fmc; 302;Public;WindowsSQLWeb;CA;2;826;299;26.0;18.0;1;CA;WindowsSQLWeb;Public;OnDemand;M3_2xlarge;StdEBS;1066.0;533474.0;1.606;26.0;8.0;30.0;1.0;826.0;666.0;299.0;2.0;
Config 429.fmc; 251;Dedicated;WindowsSQLWeb;NorthAmerica;11;6622;299;38.0;80.0;1;VA;WindowsSQLWeb;Dedicated;OnDemand;I2_8xlarge;StdEBS;32821.0;2983758.0;7.942;104.0;32.0;244.0;1.0;6622.0;222.0;299.0;11.0;
Config 43.fmc; 1487;Dedicated;WindowsSQLServer;NorthAmerica;37;381;275;4.0;4.0;0;VA;WindowsSQLWeb;Dedicated;OnDemand;M3_large;StdEBS;25177.0;680475.0;0.411;6.5;2.0;7.5;1.0;381.0;349.0;275.0;37.0;
Config 430.fmc; 406;Dedicated;WindowsSQLWeb;NorthAmerica;11;451;299;11.0;1.0;1;VA;WindowsSQLWeb;Dedicated;OnDemand;C3_xlarge;StdEBS;8742.0;794754.0;0.596;14.0;4.0;7.5;1.0;451.0;371.0;299.0;11.0;
Config 431.fmc; 702;Dedicated;WindowsSQLServer;VA;31;575;664;35.0;15.0;1;VA;WindowsSQLStd;Dedicated;OneYearHeavy;HI1_4xlarge;null;78462.0;2296580.0;1.146;35.0;16.0;60.5;1.0;2048.0;0.0;730.0;31.0;
Config 432.fmc; 702;Dedicated;WindowsSQLServer;VA;31;7682;664;86.0;129.0;1;Invalid;
Config 433.fmc; 629;Dedicated;WindowsSQLServer;VA;31;575;664;15.0;10.0;1;VA;WindowsSQLWeb;Dedicated;OnDemand;G2_2xlarge;StdEBS;63641.0;2052942.0;1.053;26.0;8.0;15.0;1.0;575.0;515.0;664.0;31.0;
Config 434.fmc; 709;Dedicated;WindowsSQLServer;AUS;40;200;542;50.0;26.0;1;Sydney;WindowsSQLWeb;Dedicated;OnDemand;C3_4xlarge;null;95023.0;2375586.0;2.383;55.0;16.0;30.0;1.0;320.0;0.0;542.0;40.0;
Config 435.fmc; 435;Dedicated;WindowsSQLServer;AUS;40;4328;542;40.0;44.0;1;Sydney;WindowsSQLStd;Dedicated;OneYearHeavy;I2_8xlarge;null;217338.0;4771280.0;4.536;104.0;32.0;244.0;1.0;6400.0;0.0;730.0;40.0;
Config 436.fmc; 911;Dedicated;WindowsSQLServer;AUS;40;328;666;8.0;8.0;0;Sydney;WindowsSQLStd;Dedicated;OneYearMedium;M3_xlarge;StdEBS;75412.0;1819372.0;0.702;13.0;4.0;15.0;1.0;328.0;248.0;666.0;40.0;
Config 437.fmc; 979;Public;LinuxBased;SIN;40;328;666;18.0;22.0;0;SIN;Linux;Public;OneYearHeavy;R3_2xlarge;StdEBS;9252.0;153600.0;0.192;26.0;8.0;61.0;1.0;328.0;168.0;730.0;40.0;
Config 438.fmc; 750;Public;LinuxBased;SIN;40;5563;666;80.0;237.0;0;SIN;Linux;Public;ThreeYearsHeavy;I2_8xlarge;null;72094.0;1013240.0;1.388;104.0;32.0;244.0;1.0;6400.0;0.0;730.0;40.0;
Config 439.fmc; 553;Dedicated;WindowsBased;SouthAmerica;2;954;545;14.0;4.0;1;SaoPaulo;Windows;Dedicated;OnDemand;C3_xlarge;StdEBS;2978.0;1489180.0;0.54;14.0;4.0;7.5;1.0;954.0;874.0;545.0;2.0;
Config 44.fmc; 510;Public;Windows;AUS;18;130;154;30.0;20.0;1;Sydney;Windows;Public;OnDemand;C3_4xlarge;null;5283.0;293524.0;1.906;55.0;16.0;30.0;1.0;320.0;0.0;154.0;18.0;
Config 440.fmc; 261;Dedicated;WindowsBased;SouthAmerica;2;954;545;34.0;34.0;1;SaoPaulo;Windows;Dedicated;OnDemand;C3_8xlarge;StdEBS;6536.0;3268440.0;3.928;108.0;32.0;60.0;1.0;954.0;314.0;545.0;2.0;
Config 441.fmc; 261;Dedicated;WindowsBased;SouthAmerica;2;2210;545;35.0;201.0;1;Invalid;
Config 442.fmc; 453;Dedicated;WindowsSQLStd;ORE;21;77;178;17.0;7.0;1;ORE;WindowsSQLStd;Dedicated;OnDemand;C3_2xlarge;null;16237.0;773232.0;2.344;28.0;8.0;15.0;1.0;160.0;0.0;178.0;21.0;
Config 443.fmc; 484;Dedicated;WindowsSQLStd;ORE;21;77;178;42.0;30.0;1;ORE;WindowsSQLStd;Dedicated;OnDemand;C3_4xlarge;null;24999.0;1190464.0;4.688;55.0;16.0;30.0;1.0;320.0;0.0;178.0;21.0;
Config 444.fmc; 360;Dedicated;WindowsSQLStd;ORE;21;3269;56;36.0;116.0;0;ORE;WindowsSQLStd;Dedicated;OnDemand;I2_4xlarge;StdEBS;8786.0;418410.0;5.41;53.0;16.0;122.0;1.0;3269.0;69.0;56.0;21.0;
Config 445.fmc; 920;Public;WindowsSQLStd;Europe;30;702;56;2.0;2.0;0;IR;WindowsSQLStd;Public;OnDemand;M1_large;null;1604.0;53480.0;0.955;4.0;2.0;7.5;0.0;840.0;0.0;56.0;30.0;
Config 446.fmc; 534;Public;WindowsSQLStd;Europe;30;702;56;25.0;37.0;0;IR;WindowsSQLStd;Public;OnDemand;I2_2xlarge;null;4131.0;137704.0;2.459;27.0;8.0;61.0;1.0;1600.0;0.0;56.0;30.0;
Config 447.fmc; 407;Public;Linux;AUS;30;1150;180;76.0;104.0;0;Sydney;Linux;Public;OneYearMedium;R3_8xlarge;StdEBS;18257.0;239520.0;1.104;104.0;32.0;244.0;1.0;1150.0;510.0;180.0;30.0;
Config 448.fmc; 589;Public;Linux;AUS;30;456;59;16.0;6.0;1;Sydney;Linux;Public;OnDemand;C3_2xlarge;StdEBS;1646.0;54891.0;0.529;28.0;8.0;15.0;1.0;456.0;296.0;59.0;30.0;
Config 449.fmc; 614;Dedicated;Suse;CA;40;456;59;41.0;18.0;1;CA;Suse;Dedicated;OnDemand;C3_4xlarge;StdEBS;7873.0;196848.0;1.152;55.0;16.0;30.0;1.0;456.0;136.0;59.0;40.0;
Config 45.fmc; 614;Dedicated;WindowsSQLStd;SIN;18;8662;278;31.0;232.0;1;Invalid;
Config 450.fmc; 614;Dedicated;WindowsBased;JP;11;7857;423;78.0;68.0;1;Invalid;
Config 451.fmc; 832;Dedicated;WindowsBased;JP;11;579;423;19.0;9.0;0;Tokyo;Windows;Dedicated;OnDemand;C3_2xlarge;StdEBS;14411.0;1310134.0;1.018;28.0;8.0;15.0;1.0;579.0;419.0;423.0;11.0;
Config 452.fmc; 945;Public;Linux;VA;21;205;302;10.0;26.0;0;VA;Linux;Public;OneYearMedium;M2_2xlarge;null;1567.0;37448.0;0.124;13.0;4.0;34.2;0.0;850.0;0.0;302.0;21.0;
Config 453.fmc; 387;Public;Linux;VA;21;4504;302;33.0;189.0;0;VA;Linux;Public;OneYearMedium;I2_8xlarge;null;23475.0;549036.0;1.818;104.0;32.0;244.0;1.0;6400.0;0.0;302.0;21.0;
Config 454.fmc; 536;Public;RedHat;AUS;38;350;194;10.0;10.0;0;Sydney;RedHat;Public;OneYearMedium;M2_2xlarge;null;2574.0;46172.0;0.238;13.0;4.0;34.2;0.0;850.0;0.0;194.0;38.0;
Config 455.fmc; 631;Public;RedHat;AUS;38;350;194;35.0;19.0;1;Sydney;RedHat;Public;OneYearMedium;C3_4xlarge;StdEBS;6711.0;115308.0;0.582;55.0;16.0;30.0;1.0;350.0;30.0;194.0;38.0;
Config 456.fmc; 444;Dedicated;Windows;CA;48;3087;73;86.0;55.0;1;CA;Windows;Dedicated;OneYearLight;I2_8xlarge;null;25874.0;431722.0;3.914;104.0;32.0;244.0;1.0;6400.0;0.0;73.0;48.0;
Config 457.fmc; 496;Dedicated;Windows;CA;48;99;437;19.0;9.0;1;CA;Windows;Dedicated;OneYearMedium;G2_2xlarge;StdEBS;52396.0;1044928.0;0.384;26.0;8.0;15.0;1.0;99.0;39.0;437.0;48.0;
Config 458.fmc; 486;Dedicated;Suse;JP;19;99;437;59.0;27.0;1;Tokyo;Suse;Dedicated;OneYearMedium;C3_8xlarge;null;29764.0;1303134.0;0.982;108.0;32.0;60.0;1.0;640.0;0.0;437.0;19.0;
Config 459.fmc; 486;Public;Suse;SouthAmerica;28;9793;315;87.0;223.0;0;Invalid;
Config 46.fmc; 1011;Dedicated;WindowsSQLStd;AsiaOceania;27;883;156;7.0;7.0;0;SIN;WindowsSQLStd;Dedicated;OneYearMedium;M1_xlarge;null;14458.0;427908.0;0.743;8.0;4.0;15.0;0.0;1680.0;0.0;156.0;27.0;
Config 460.fmc; 887;Public;Suse;SouthAmerica;28;724;315;4.0;4.0;0;SaoPaulo;Suse;Public;OneYearMedium;M1_large;null;1712.0;34020.0;0.108;4.0;2.0;7.5;0.0;840.0;0.0;315.0;28.0;
Config 461.fmc; 312;Public;Suse;SouthAmerica;28;724;315;19.0;34.0;1;SaoPaulo;Suse;Public;OneYearMedium;C3_8xlarge;StdEBS;20265.0;270900.0;0.828;108.0;32.0;60.0;1.0;724.0;84.0;315.0;28.0;
Config 462.fmc; 382;Dedicated;WindowsSQLServer;Europe;28;2027;439;38.0;211.0;1;IR;WindowsSQLWeb;Dedicated;OnDemand;I2_8xlarge;null;122207.0;4364538.0;7.942;104.0;32.0;244.0;1.0;6400.0;0.0;439.0;28.0;
Config 463.fmc; 547;Dedicated;WindowsSQLServer;Europe;28;852;439;18.0;8.0;1;IR;WindowsSQLWeb;Dedicated;OnDemand;G2_2xlarge;StdEBS;38747.0;1383827.0;1.053;26.0;8.0;15.0;1.0;852.0;792.0;439.0;28.0;
Config 464.fmc; 182;Dedicated;WindowsSQLWeb;SIN;38;478;318;58.0;15.0;1;SIN;WindowsSQLWeb;Dedicated;OnDemand;C3_8xlarge;null;76515.0;2013576.0;4.332;108.0;32.0;60.0;1.0;640.0;0.0;318.0;38.0;
Config 465.fmc; 182;Dedicated;WindowsSQLWeb;SIN;38;8734;682;40.0;175.0;0;Invalid;
Config 466.fmc; 965;Public;Windows;NorthAmerica;9;601;682;1.0;1.0;0;VA;Windows;Public;OnDemand;M1_small;StdEBS;658.0;73200.0;0.075;1.0;1.0;1.7;0.0;601.0;441.0;682.0;9.0;
Config 467.fmc; 705;Public;WindowsSQLServer;ORE;19;227;561;27.0;23.0;0;ORE;WindowsSQLWeb;Public;OneYearMedium;I2_2xlarge;null;11067.0;457215.0;0.815;27.0;8.0;61.0;1.0;1600.0;0.0;561.0;19.0;
Config 468.fmc; 371;Public;WindowsSQLServer;ORE;19;5381;561;84.0;91.0;0;ORE;WindowsSQLWeb;Public;OneYearMedium;I2_8xlarge;null;44268.0;1828860.0;3.26;104.0;32.0;244.0;1.0;6400.0;0.0;561.0;19.0;
Config 469.fmc; 521;Dedicated;WindowsSQLStd;SouthAmerica;18;354;684;14.0;4.0;1;SaoPaulo;WindowsSQLStd;Dedicated;OneYearHeavy;C3_xlarge;StdEBS;38793.0;1751300.0;0.354;14.0;4.0;7.5;1.0;354.0;274.0;730.0;18.0;
Config 47.fmc; 602;Public;WindowsSQLWeb;ORE;47;632;399;37.0;35.0;0;ORE;WindowsSQLWeb;Public;OneYearMedium;R3_4xlarge;StdEBS;23710.0;348765.0;0.835;52.0;16.0;122.0;1.0;632.0;312.0;399.0;47.0;
Config 470.fmc; 351;Dedicated;WindowsSQLStd;SouthAmerica;18;354;684;49.0;18.0;1;SaoPaulo;WindowsSQLStd;Dedicated;OneYearHeavy;C3_4xlarge;StdEBS;74086.0;2499220.0;1.418;55.0;16.0;30.0;1.0;354.0;34.0;730.0;18.0;
Config 471.fmc; 600;Dedicated;LinuxBased;AUS;28;3262;563;78.0;199.0;1;Sydney;Linux;Dedicated;OneYearMedium;I2_8xlarge;null;90000.0;2599934.0;2.618;104.0;32.0;244.0;1.0;6400.0;0.0;563.0;28.0;
Config 472.fmc; 1113;Dedicated;LinuxBased;AUS;28;980;563;3.0;3.0;0;Sydney;Linux;Dedicated;OneYearMedium;M1_large;StdEBS;33827.0;1190685.0;0.095;4.0;2.0;7.5;0.0;980.0;140.0;563.0;28.0;
Config 473.fmc; 775;Public;WindowsSQLWeb;AsiaOceania;47;103;196;18.0;26.0;0;SIN;WindowsSQLWeb;Public;OneYearMedium;M3_2xlarge;null;9309.0;150528.0;0.768;26.0;8.0;30.0;1.0;160.0;0.0;196.0;47.0;
Config 474.fmc; 474;Public;WindowsSQLWeb;AsiaOceania;47;4321;196;80.0;163.0;0;SIN;WindowsSQLWeb;Public;OneYearMedium;I2_8xlarge;null;56950.0;920024.0;4.694;104.0;32.0;244.0;1.0;6400.0;0.0;196.0;47.0;
Config 475.fmc; 300;Public;WindowsSQLStd;JP;9;729;75;9.0;9.0;0;Tokyo;WindowsSQLStd;Public;OnDemand;M2_2xlarge;null;1051.0;116850.0;1.558;13.0;4.0;34.2;0.0;850.0;0.0;75.0;9.0;
Config 476.fmc; 352;Public;WindowsSQLStd;JP;9;729;75;34.0;34.0;1;Tokyo;WindowsSQLStd;Public;OnDemand;R3_4xlarge;StdEBS;3660.0;406745.0;4.987;52.0;16.0;122.0;1.0;729.0;409.0;75.0;9.0;
Config 477.fmc; 268;Dedicated;Linux;ORE;9;2203;199;31.0;151.0;1;ORE;Linux;Dedicated;OnDemand;I2_8xlarge;null;15796.0;1755180.0;6.82;104.0;32.0;244.0;1.0;6400.0;0.0;199.0;9.0;
Config 478.fmc; 466;Dedicated;Linux;ORE;9;857;199;17.0;2.0;1;ORE;Linux;Dedicated;OnDemand;C3_2xlarge;StdEBS;4723.0;524788.0;0.462;28.0;8.0;15.0;1.0;857.0;697.0;199.0;9.0;
Config 479.fmc; 591;Dedicated;Linux;Europe;18;482;77;17.0;14.0;1;IR;Linux;Dedicated;OnDemand;C3_2xlarge;StdEBS;3819.0;212212.0;0.526;28.0;8.0;15.0;1.0;482.0;322.0;77.0;18.0;
Config 48.fmc; 361;Public;WindowsSQLWeb;Europe;8;4249;523;27.0;184.0;1;IR;WindowsSQLWeb;Public;OneYearMedium;I2_8xlarge;null;29979.0;1704980.0;3.26;104.0;32.0;244.0;1.0;6400.0;0.0;523.0;12.0;
Config 480.fmc; 335;Dedicated;Linux;Europe;18;7850;77;33.0;115.0;0;IR;Linux;Dedicated;OnDemand;HS1_8xlarge;null;9563.0;531300.0;4.9;35.0;16.0;117.0;0.0;49152.0;0.0;77.0;18.0;
Config 481.fmc; 1266;Public;WindowsBased;CA;38;606;442;6.0;6.0;0;CA;Windows;Public;OneYearMedium;M2_xlarge;StdEBS;3837.0;83832.0;0.156;6.5;2.0;17.1;0.0;606.0;186.0;442.0;38.0;
Config 482.fmc; 816;Public;WindowsBased;CA;38;606;442;41.0;22.0;0;CA;Windows;Public;OneYearMedium;CC2_8xlarge;null;16743.0;331500.0;0.75;88.0;32.0;60.5;0.0;3360.0;0.0;442.0;38.0;
Config 483.fmc; 840;Public;WindowsBased;NorthAmerica;47;5556;320;76.0;235.0;0;VA;Windows;Public;OneYearMedium;I2_8xlarge;null;53727.0;888960.0;2.778;104.0;32.0;244.0;1.0;6400.0;0.0;320.0;47.0;
Config 484.fmc; 2468;Public;WindowsBased;NorthAmerica;47;231;320;1.0;1.0;0;VA;Windows;Public;OneYearMedium;M1_small;StdEBS;857.0;15390.0;0.037;1.0;1.0;1.7;0.0;231.0;71.0;320.0;47.0;
Config 485.fmc; 1303;Public;RedHat;NorthAmerica;29;341;675;6.0;20.0;0;VA;RedHat;Public;OneYearHeavy;M2_2xlarge;null;3953.0;103660.0;0.142;13.0;4.0;34.2;0.0;850.0;0.0;730.0;29.0;
Config 486.fmc; 625;Public;RedHat;NorthAmerica;29;6089;675;101.0;176.0;1;VA;RedHat;Public;OneYearHeavy;I2_8xlarge;null;42123.0;950460.0;1.302;104.0;32.0;244.0;1.0;6400.0;0.0;730.0;29.0;
Config 487.fmc; 576;Dedicated;Windows;ORE;39;967;554;7.0;7.0;1;ORE;Windows;Dedicated;OneYearMedium;C3_xlarge;StdEBS;51583.0;1302484.0;0.271;14.0;4.0;7.5;1.0;967.0;887.0;554.0;39.0;
Config 488.fmc; 437;Dedicated;Windows;ORE;39;967;554;30.0;28.0;1;ORE;Windows;Dedicated;OneYearMedium;R3_4xlarge;StdEBS;70469.0;1614574.0;0.856;52.0;16.0;122.0;1.0;967.0;647.0;554.0;39.0;
Config 489.fmc; 277;Dedicated;Suse;AUS;10;3795;187;59.0;224.0;1;Sydney;Suse;Dedicated;OnDemand;I2_8xlarge;null;19148.0;1914880.0;8.24;104.0;32.0;244.0;1.0;6400.0;0.0;187.0;10.0;
Config 49.fmc; 1147;Dedicated;WindowsBased;VA;17;385;401;5.0;5.0;0;VA;Windows;Dedicated;OneYearMedium;M3_large;StdEBS;15441.0;876592.0;0.142;6.5;2.0;7.5;1.0;385.0;353.0;401.0;17.0;
Config 490.fmc; 427;Dedicated;Suse;AUS;10;90;187;10.0;6.0;0;Sydney;Suse;Dedicated;OnDemand;C3_xlarge;StdEBS;4481.0;448104.0;0.392;14.0;4.0;7.5;1.0;90.0;10.0;187.0;10.0;
Config 491.fmc; 436;Public;RedHat;CA;20;716;66;46.0;40.0;0;CA;RedHat;Public;OnDemand;C3_8xlarge;StdEBS;2815.0;140786.0;2.041;108.0;32.0;60.0;1.0;716.0;76.0;66.0;20.0;
Config 492.fmc; 436;Public;RedHat;CA;20;9443;66;53.0;127.0;0;Invalid;
Config 493.fmc; 1719;Public;WindowsSQLServer;AsiaOceania;19;843;189;3.0;3.0;0;SIN;WindowsSQLWeb;Public;OneYearMedium;M1_large;StdEBS;1481.0;42954.0;0.226;4.0;2.0;7.5;0.0;843.0;3.0;189.0;19.0;
Config 494.fmc; 1121;Public;WindowsSQLServer;AsiaOceania;19;843;189;29.0;16.0;1;SIN;WindowsSQLWeb;Public;OnDemand;C3_4xlarge;StdEBS;8573.0;451214.0;2.166;55.0;16.0;30.0;1.0;843.0;523.0;189.0;19.0;
Config 495.fmc; 164;Dedicated;WindowsSQLWeb;JP;29;7324;68;97.0;43.0;1;Tokyo;WindowsSQLWeb;Dedicated;OnDemand;I2_8xlarge;StdEBS;25503.0;879448.0;9.846;104.0;32.0;244.0;1.0;7324.0;924.0;68.0;29.0;
Config 496.fmc; 232;Dedicated;WindowsSQLWeb;JP;29;469;68;12.0;2.0;1;Tokyo;WindowsSQLWeb;Dedicated;OnDemand;C3_xlarge;StdEBS;6021.0;207648.0;0.596;14.0;4.0;7.5;1.0;469.0;389.0;68.0;29.0;
Config 497.fmc; 417;Dedicated;Windows;Europe;48;592;432;37.0;12.0;1;IR;Windows;Dedicated;OneYearMedium;R3_4xlarge;StdEBS;67019.0;1242704.0;0.842;52.0;16.0;122.0;1.0;592.0;272.0;432.0;48.0;
Config 498.fmc; 417;Dedicated;Windows;Europe;48;8383;432;99.0;212.0;0;Invalid;
Config 499.fmc; 657;Public;WindowsSQLServer;SIN;10;218;311;18.0;8.0;0;SIN;WindowsSQLWeb;Public;OnDemand;C3_2xlarge;StdEBS;3414.0;341453.0;1.083;28.0;8.0;15.0;1.0;218.0;58.0;311.0;10.0;
Config 5.fmc; 605;Public;WindowsSQLServer;SIN;40;954;693;47.0;21.0;0;SIN;WindowsSQLWeb;Public;OneYearHeavy;R3_4xlarge;StdEBS;29401.0;490180.0;0.602;52.0;16.0;122.0;1.0;954.0;634.0;730.0;40.0;
Config 50.fmc; 625;Public;LinuxBased;JP;37;509;35;29.0;19.0;0;Tokyo;Linux;Public;OnDemand;C3_4xlarge;StdEBS;1880.0;50820.0;1.02;55.0;16.0;30.0;1.0;509.0;189.0;35.0;37.0;
Config 500.fmc; 1086;Public;WindowsSQLServer;SIN;10;218;311;53.0;20.0;0;SIN;WindowsSQLWeb;Public;OnDemand;C3_4xlarge;null;6736.0;673626.0;2.166;55.0;16.0;30.0;1.0;320.0;0.0;311.0;10.0;
Config 501.fmc; 583;Public;LinuxBased;CA;10;6265;435;50.0;200.0;0;CA;Linux;Public;OneYearLight;I2_8xlarge;null;20571.0;1284990.0;2.954;104.0;32.0;244.0;1.0;6400.0;0.0;435.0;12.0;
Config 502.fmc; 1012;Public;LinuxBased;CA;10;346;435;6.0;1.0;1;CA;Linux;Public;OnDemand;C3_large;StdEBS;773.0;77320.0;0.12;7.0;2.0;3.75;1.0;346.0;314.0;435.0;10.0;
Config 503.fmc; 894;Dedicated;LinuxBased;NorthAmerica;19;971;313;36.0;31.0;1;VA;Linux;Dedicated;OneYearMedium;R3_4xlarge;StdEBS;19352.0;793453.0;0.431;52.0;16.0;122.0;1.0;971.0;651.0;313.0;19.0;
Config 504.fmc; 669;Dedicated;LinuxBased;NorthAmerica;19;2911;313;52.0;164.0;1;VA;Linux;Dedicated;OneYearLight;I2_8xlarge;null;34613.0;1550602.0;2.954;104.0;32.0;244.0;1.0;6400.0;0.0;313.0;19.0;
Config 505.fmc; 594;Dedicated;WindowsSQLStd;VA;39;95;678;15.0;5.0;1;VA;WindowsSQLStd;Dedicated;OneYearHeavy;I2_2xlarge;null;86682.0;2092910.0;0.867;27.0;8.0;61.0;1.0;1600.0;0.0;730.0;39.0;
Config 506.fmc; 428;Dedicated;WindowsSQLStd;VA;39;95;678;60.0;39.0;0;VA;WindowsSQLStd;Dedicated;OneYearHeavy;CC2_8xlarge;null;103986.0;2382720.0;1.264;88.0;32.0;60.5;0.0;3360.0;0.0;730.0;39.0;
Config 507.fmc; 428;Public;WindowsSQLStd;AUS;48;9618;556;95.0;79.0;0;Invalid;
Config 508.fmc; 651;Public;WindowsSQLStd;AUS;48;720;556;8.0;8.0;0;Sydney;WindowsSQLStd;Public;OneYearHeavy;M1_xlarge;null;20605.0;367920.0;0.504;8.0;4.0;15.0;0.0;1680.0;0.0;730.0;48.0;
Config 509.fmc; 424;Public;Linux;SIN;48;848;680;28.0;35.0;0;SIN;Linux;Public;OneYearHeavy;R3_4xlarge;StdEBS;21698.0;322560.0;0.384;52.0;16.0;122.0;1.0;848.0;528.0;730.0;48.0;
Config 51.fmc; 424;Public;LinuxBased;SouthAmerica;46;7602;644;82.0;219.0;1;Invalid;
Config 510.fmc; 335;Public;Linux;SIN;48;1852;680;89.0;187.0;1;SIN;Linux;Public;ThreeYearsHeavy;I2_8xlarge;null;80200.0;1013240.0;1.388;104.0;32.0;244.0;1.0;6400.0;0.0;730.0;48.0;
Config 511.fmc; 613;Dedicated;Linux;AsiaOceania;9;473;558;13.0;3.0;1;Tokyo;Linux;Dedicated;OnDemand;C3_xlarge;StdEBS;11738.0;1304238.0;0.281;14.0;4.0;7.5;1.0;473.0;393.0;558.0;9.0;
Config 512.fmc; 640;Dedicated;Linux;AsiaOceania;9;473;558;52.0;12.0;1;Tokyo;Linux;Dedicated;OnDemand;C3_4xlarge;StdEBS;15793.0;1754874.0;1.123;55.0;16.0;30.0;1.0;473.0;153.0;558.0;9.0;
Config 513.fmc; 640;Dedicated;WindowsBased;ORE;29;8559;192;48.0;236.0;1;Invalid;
Config 514.fmc; 1027;Dedicated;WindowsBased;ORE;29;597;192;2.0;2.0;0;ORE;Windows;Dedicated;OneYearMedium;M1_medium;StdEBS;12226.0;411398.0;0.094;2.0;1.0;3.75;0.0;597.0;187.0;192.0;29.0;
Config 515.fmc; 1320;Public;WindowsBased;Europe;38;222;70;12.0;23.0;0;IR;Windows;Public;OnDemand;M2_2xlarge;null;1835.0;48300.0;0.69;13.0;4.0;34.2;0.0;850.0;0.0;70.0;38.0;
Config 516.fmc; 489;Public;WindowsBased;Europe;38;5205;70;101.0;102.0;1;IR;WindowsSQLWeb;Public;OneYearMedium;I2_8xlarge;null;18191.0;228200.0;3.26;104.0;32.0;244.0;1.0;6400.0;0.0;70.0;38.0;
Config 517.fmc; 432;Dedicated;RedHat;SIN;8;368;694;8.0;8.0;1;SIN;RedHat;Dedicated;OnDemand;M3_xlarge;StdEBS;14014.0;1751794.0;0.491;13.0;4.0;15.0;1.0;368.0;288.0;694.0;8.0;
Config 518.fmc; 433;Dedicated;RedHat;SIN;8;368;572;53.0;28.0;1;SIN;RedHat;Dedicated;OnDemand;C3_4xlarge;StdEBS;15104.0;1888008.0;1.294;55.0;16.0;30.0;1.0;368.0;48.0;572.0;8.0;
Config 519.fmc; 480;Dedicated;RedHat;AsiaOceania;17;3788;572;55.0;222.0;1;SIN;RedHat;Dedicated;OneYearMedium;I2_8xlarge;null;62690.0;2675816.0;2.678;104.0;32.0;244.0;1.0;6400.0;0.0;572.0;17.0;
Config 52.fmc; 564;Dedicated;Suse;AUS;16;280;415;5.0;5.0;0;Sydney;Suse;Dedicated;OneYearMedium;M2_xlarge;null;14672.0;875650.0;0.11;6.5;2.0;17.1;0.0;420.0;0.0;415.0;16.0;
